textbox3,textbox5,textbox9,textbox7,textbox14,textbox19,textbox12,textbox32,textbox64,textbox48,textbox10,textbox55
"Thursday, October 16, 2025",All,All,All,All,All,All,All,All,All,True,All

textbox109,AnimalNumber_1,AnimalName,AnimalType,Species,textbox29,Gender,PrimaryColour,Declawed,OperationType,Stage,Location,ARN,PrimaryBreed,AdoptionPrice,textbox54,SecondaryColour,OperationDateCreated,ChipNumber,SubLocation,textbox60,textbox67,AnimalMemoType,AnimalMemoSubType,DateCreated_1,textbox50,AnimalMemo_1,textbox121,textbox124,textbox127,textbox130,textbox23,textbox42
Dog Adoptions B,A0059088015,Kash,Dog,Dog,2y 2m 5d,M,Tan,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,Akita/Mix,$250.00,34,Black,9/12/2025 1:56 PM,981020039868319,09,42742012,KRYSTANP,On Meds!!                     ,On Meds!                      ,8/19/2025 1:28 PM,,On meds through 8/29,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059088015,Kash,Dog,Dog,2y 2m 5d,M,Tan,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,Akita/Mix,$250.00,34,Black,9/12/2025 1:56 PM,981020039868319,09,42751275,NATALIAD,Behavior                      ,Adoption Info                 ,8/20/2025 1:54 PM,,8/20/25 ND OKAY FOR ADOPTION-BEHAVIOR NO ENTROURAGE-REASSESS AFTER 1 WEEK WITH VOLUNTERS UNKNOWN WITH CATS UNKNOWN WITH KIDS REC. OLDER KIDS-CAN BE UNRULY AND JUMPY HARNESS REC. TO GO HOME DOG MEET REQ.,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059088015,Kash,Dog,Dog,2y 2m 5d,M,Tan,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,Akita/Mix,$250.00,34,Black,9/12/2025 1:56 PM,981020039868319,09,42751249,NATALIAD,Behavior                      ,Flow Chart                    ,8/20/2025 1:52 PM,,"8/20/25 ND WIGGLY FOR HARNESSING PULLED HEAVILY ON LEASH USED RESTROOM OUT SIDE PROSOCIAL IN DOG BEHAVIOR PASSED ALL ASSESSMENT ITEMS 8/21/25 MN soliciting attention, recc harness not great on a leash some pulling very strong, dog meet req-calm/friendly during initial meet, will match dogs energy, food motivated to a point, curious in new environments",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059088015,Kash,Dog,Dog,2y 2m 5d,M,Tan,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,Akita/Mix,$250.00,34,Black,9/12/2025 1:56 PM,981020039868319,09,42825123,VictoriaW,Note                          ,,8/30/2025 2:17 PM,,Had no microchip tag attached to kennel/master card. VW 8/30/25,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059088015,Kash,Dog,Dog,2y 2m 5d,M,Tan,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,Akita/Mix,$250.00,34,Black,9/12/2025 1:56 PM,981020039868319,09,42900842,NATALIAD,Other                         ,,9/10/2025 3:44 PM,,spoke with adopter regarding kash. He stated that kash is not doing well in the home. he stated he is very sweet but is not taking to potty training well. He has recently started crate training kash when he cannot watch him directly. He stated that since he has started the crate he has regressed in his potty training. he stated that he will jump on the counter and steal things or chew inappropriately. He stated that he has been tying to make it work but would ultimately like to return him. will speak with ALD,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059088015,Kash,Dog,Dog,2y 2m 5d,M,Tan,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,Akita/Mix,$250.00,34,Black,9/12/2025 1:56 PM,981020039868319,09,42938617,NATALIAD,Other                         ,,9/16/2025 8:31 AM,,will be reaching out to rescues while making dog available for adoption //nd,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059088015,Kash,Dog,Dog,2y 2m 5d,M,Tan,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,Akita/Mix,$250.00,34,Black,9/12/2025 1:56 PM,981020039868319,09,42938631,NATALIAD,Behavior                      ,Adoption Info                 ,9/16/2025 8:34 AM,,9/16/25 ND OKAY FOR ADOPTION-BEHAVIOR BEHAVIOR CONSULT BEFORE ADOPTION-MANAGMENT IN HOME/TRAINING NEEDS/HISTROY OKAY ENTORUAGE UNKNOWN WITH CATS DOG MEET REQ.-CAN BE REACTIVE UNKNOWN WITH KIDS-REC. OLDER KIDS AT THIS TIME-LACKS MANNERS HARNESS REC. TO GO HOME,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059088015,Kash,Dog,Dog,2y 2m 5d,M,Tan,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,Akita/Mix,$250.00,34,Black,9/12/2025 1:56 PM,981020039868319,09,42938639,NATALIAD,Alert Memo!!!                 ,Alert Memo!!!                 ,9/16/2025 8:36 AM,,PLEASE SEND HOME RESOURCES IN MASTER PAPERWORK//ND,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059088015,Kash,Dog,Dog,2y 2m 5d,M,Tan,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,Akita/Mix,$250.00,34,Black,9/12/2025 1:56 PM,981020039868319,09,42760164,TARAM,Petango/Adoption Description  ,,8/21/2025 2:52 PM,,"Hi, I’m Kash! I’m a big, handsome guy with a happy, wiggly personality. I love being social with people and other dogs, though I’ll admit I can be a little aloof sometimes—it’s just my way of keeping things cool and calm. Most of the time, I’ve got an easygoing vibe. I enjoy hanging out, exploring new places, and taking in all the sights and smells. I’m also pretty curious, so adventures with me are never boring! I do like snacks and treats (who doesn’t?), and I’ll happily work for them, but food isn’t the only thing that makes me happy—I really just enjoy good company. If you’re looking for a friendly, steady dog who’s equal parts fun and chill, I think we’d be a great match. I can’t wait to meet my person and start our new life together! Click PLAY to watch my video !",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059088015,Kash,Dog,Dog,2y 2m 5d,M,Tan,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,Akita/Mix,$250.00,34,Black,9/12/2025 1:56 PM,981020039868319,09,43206266,MICHELLEP,Alert Memo!!!                 ,Alert Memo!!!                 ,10/3/2025 11:58 AM,,Meet and Greet schedule for 10/8/25 at 10:30 with family dogs (2 akitas),Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059088015,Kash,Dog,Dog,2y 2m 5d,M,Tan,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,Akita/Mix,$250.00,34,Black,9/12/2025 1:56 PM,981020039868319,09,43209304,MariaS,Alert Memo!!!                 ,Alert Memo!!!                 ,10/3/2025 4:02 PM,,"if m&g fails, please contact Robin S. 716-248-4705 she is very interested in Kash.",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059088015,Kash,Dog,Dog,2y 2m 5d,M,Tan,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,Akita/Mix,$250.00,34,Black,9/12/2025 1:56 PM,981020039868319,09,42659420,NINAP,Daily Monitor                 ,Poop Chart!                   ,8/12/2025 3:22 PM,,"8/12 - A, N, Y 8/13 - A, NO, Y 8/14 - A, NO, NO 8/15 - A, N, Y 8/16 - A, NO, NO 8/17 - A, NO, Y 8/18/25- A, N, Y 8/19 -A ,NO ,Y 8/20 -A ,NO ,Y 8/21- A, NO, Y 8/22/25- A, NO, N 8/23 - A, NO, NO 8/24 - A, NO, NO 8/25/25- A, NO, Y 8/26- A, NO, Y 8/27 - A, NO, Y 8/28/25- A, N, Y 8/29- A, NO, Y 8/30 - A, N, Y 9/13- AL, N. NO- OUTSIDE: NO, Y 9/14- A, N, Y- OUTSIDE: NO, Y 9/15/25- A, N, Y - HOUSEBROKEN - S, Y AND NO, Y 9/16 -A ,N ,Y 9/17 - A, S, Y 9/18 - A, N ,Y 9/19 - A, N, Y 9/20 - A, NO, Y 9/21 - A, NO, N 9/22 - A, N, Y 9/23 -A ,NO ,Y 9/24 - A, N, Y 9/25- A, N, Y 9/26- A, NO, N 9/27 - A, NO, NO 9/28 - A, NO, NO 9/29- A, NO, Y 9/30 - A, NO, Y 10/1 - A, NO, Y 10/2 - A, N, Y 10/3 - A, NO, NO 10/4 - A, NO, NO 10/5 - A, NO, NO 10/6 - A, NO, NO 10/9- A/No/Y 10/10 - A/No/Y 10/11 - A, NO, NO 10/12 - A, NO, NO 10/13- A, N, No 10/14 - A, NO, NO 10/15 - A, NO, N 10/16 - A, NO, Y",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059100571,Dior,Dog,Dog,5y 8m 5d,F,Blue,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,24,White,9/22/2025 12:32 PM,999001912000997,05,42664994,NICOLEA,Note                          ,,8/13/2025 11:47 AM,,Nick called before the dogs were even in the building he wants us to Foster them and i told him we can't unless a Social worker/case worker is involved. He is going to try to find a place for them. He also was told we need proof of ownership and dog license and impound fees. NSA,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059100571,Dior,Dog,Dog,5y 8m 5d,F,Blue,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,24,White,9/22/2025 12:32 PM,999001912000997,05,42769272,NATALIAD,Behavior                      ,Other                         ,8/22/2025 3:51 PM,,8/22/25 ND Separated Dior from Givency. Givency has been very reactive in the kennel and will redirect onto Dior. will also bully Dior for food.,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059100571,Dior,Dog,Dog,5y 8m 5d,F,Blue,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,24,White,9/22/2025 12:32 PM,999001912000997,05,42769341,NATALIAD,Behavior                      ,Flow Chart                    ,8/22/2025 3:55 PM,,"8/22/25 ND WAS EASILY ABLE TO LEASH. PULLED HEAVILY ON LEASH. DID REACT TO OTHER DOGS (FULLY PILO GROWELD). USED RESTROOM OUTSIDE. WAS VERY PROSOCIAL WITH EVERYONE SHE MET OUTSIDE! PROSOCIAL IN DOG BEHAVIOR, WAS JUMPY AND WANTED TO BE ON YOUR LAP THE ENTIRE TIME. 9/9/25 ND Took Dior for a short walk yesterday 9/8. when entering and exiting the kennel area she was snarling with full pilo at the other dogs, she was not easily redirected. will test with a real dog and a fake dog 9/10/25 MN came into office, reactive walking by kennel, hair up and grumbling, treat ,motivated redirects easily, prosocial and soliciting attention to all she meets, passed resource testing, tested with a fake dog and req dog meet before adoption",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059100571,Dior,Dog,Dog,5y 8m 5d,F,Blue,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,24,White,9/22/2025 12:32 PM,999001912000997,05,42983720,MADELINEN,Behavior                      ,Other                         ,9/22/2025 2:59 PM,,"per AD PER ADOPTER was returned due to the cat being overstimulating would not leave alone and constantly chase the cat, changed adoption info to reflect this = NO CAT HOME",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059100571,Dior,Dog,Dog,5y 8m 5d,F,Blue,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,24,White,9/22/2025 12:32 PM,999001912000997,05,43007369,TARAM,Petango/Adoption Description  ,,9/25/2025 2:25 PM,,"Hi, I’m Dior! I’m a sweet little lowrider with the biggest, happiest smile you’ll ever see. I’ve got a silly, goofy personality that makes it hard not to fall in love with me. I’m all about attention, cuddles, and pets—I’ll happily soak up all the love you’ve got to give! I like to greet everyone I meet with tail wags and smiles, and if you let me, I’ll climb right into your lap for snuggles. I’m also very food-motivated (treats are the way to my heart!), and I’d be thrilled to be your partner in playtime, walk time, and cuddle time. The only thing I ask is that my new home doesn’t have cats—I prefer to be the star of the show .If you’re looking for a happy, affectionate, goofy little sidekick, I think we’d be a perfect match!",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059100571,Dior,Dog,Dog,5y 8m 5d,F,Blue,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,24,White,9/22/2025 12:32 PM,999001912000997,05,42798758,LANAP,On Meds!!                     ,On Meds!                      ,8/27/2025 9:42 AM,,ON MEDS THRU 10/19,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059100571,Dior,Dog,Dog,5y 8m 5d,F,Blue,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,24,White,9/22/2025 12:32 PM,999001912000997,05,43239942,SALLYB,Alert Memo!!!                 ,Alert Memo!!!                 ,10/8/2025 11:45 AM,,OK ITFF - MEDICAL,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059100571,Dior,Dog,Dog,5y 8m 5d,F,Blue,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,24,White,9/22/2025 12:32 PM,999001912000997,05,43248682,ZAKS,Note                          ,,10/9/2025 11:49 AM,,Left VM for Gary Miles (716-352-0301) and asked him to call back to schedule meeting with Dior.,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059100571,Dior,Dog,Dog,5y 8m 5d,F,Blue,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,24,White,9/22/2025 12:32 PM,999001912000997,05,43031763,MICHELLEP,Alert Memo!!!                 ,"Archived, no longer an alert. ",9/29/2025 1:46 PM,,Please contact Gary Miles (716-352-0301) when Dior becomes available as he is interested in adopting her,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059100571,Dior,Dog,Dog,5y 8m 5d,F,Blue,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,24,White,9/22/2025 12:32 PM,999001912000997,05,42895932,MADELINEN,Behavior                      ,Adoption Info                 ,9/10/2025 9:13 AM,,OKAY FOR ADOPTION-BEH ITFF MEDICAL NO ENTOURAGE SINGLE ANIMAL HOME KIDS-POTENTIAL TO WELL WITH ANY AGE MARTINGALE/BACK CLIP HARNESS REQ,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059100571,Dior,Dog,Dog,5y 8m 5d,F,Blue,N,Return/Owned 30 Days or Less - OTC!,Hold - Trocaire,Dog Adoptions B,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$250.00,24,White,9/22/2025 12:32 PM,999001912000997,05,42683318,JACKIEA,Daily Monitor                 ,Poop Chart!                   ,8/15/2025 1:50 PM,,"8/14 - A, NO, NO 8/15 - A, N, Y 8/16 - A, N, Y 8/17 - A, S, Y 8/18 - A,N,Y 8/19 -A ,N ,Y 8/20 -A, N, Y 8/21- A, N, Y 8/22/25- A, N, Y 8/23 - NE, NO, NO 8/24 - A, NO, NO - HOUSEBROKEN - N, Y 8/25/25- AS, NO, N - HOUSEBROKEN - N, Y 8/26- AS, N, Y 8/27 - AS, N, Y 8/28 -HOUSEBROKEN - N, Y 8/29- A, NO, NO - HOUSEBROKEN - N, Y 8/30 - AS, NO, NO - HOUSEBROKEN - N, Y 8/31 - A, NO, NO - HOUSEBROKEN - N, Y 9/1 - A, NO, NO - HOUSEBROKEN - N, Y 9/2 - A,NO,NO 9/3 - A, NO, NO - HOUSEBROKEN - NO, Y 9/4 - A, NO ,NO - HOUSEBROKEN - N, Y 9/5/25- AS, NO, NO 9/6- A, No, Y- OUTSIDE N, Y (scooting a lot) 9/7- A, No, Y- OUTSIDE N, Y 9/8- A, No, Y 9/10- A, NO, Y 9/23 -A ,NO ,NO 9/24 - AS, NO, N - HOUSEBROKEN - N, Y 9/25- NE, NO, N 9/26- AS, NO, N 9/27 - NE, NO, Y - HOUSEBROKEN - NO, Y 9/28 - AS, NO, Y - urine very red, frequent small amounts 9/29- A, NO, Y 9/30 - AS, NO, NO 10/1 - NE, NO, Y Blood in kennel 10/2 - A, S, NO 10/3 - NE, NO, NO 10/4 - A, NO, NO 10/5 - A, NO, NO 10/6 - A, NO, NO 10/7 - NE/No/Y - HOUSEBROKEN - N,Y 10/8 - AS/No/Y - HOUSEBROKEN - N,Y 10/9- A/No/Y - HOUSEBROKEN - N, Y 10/10 - A/No/N - HOUSEBROKEN - NO, Y 10/11 - A, NO, NO - HOUSEBROKEN - N, Y 10/12 - A, NO, NO 10/13 -HOUSEBROKEN - NO, Y 10/14 - A, NO, NO 10/15 - AS, NO, N 10/16 - AS, NO, N",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059363934,Mochi,Dog,Dog,1y 1m 24d,F,White,N,Transfer In/Buffalo City Animal Shelter,Available,Dog Adoptions B,A0059123236,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",$250.00,31,Tan,9/15/2025 2:57 PM,941010004487064,08,42983432,MADELINEN,Behavior                      ,Other                         ,9/22/2025 2:34 PM,,"9/22/25 MN had out today for walk, was very excitable jumping and running, pulling on leash was doing fine walking by other people and dogs, half way through the walk by the retention pond out front she started getting spirts of energy and would not redirect, upon trying to redirect using sit and offering treats she started to mouth grabbing at hands, leg and leash, stiff armed the leash until she calmed down and called LA to meet me at admissions to let me in and cut the walk short, very jumpy on her way back to the kennel, went in no issues SUBMITTED A MED REQUEST FORM",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059363934,Mochi,Dog,Dog,1y 1m 24d,F,White,N,Transfer In/Buffalo City Animal Shelter,Available,Dog Adoptions B,A0059123236,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",$250.00,31,Tan,9/15/2025 2:57 PM,941010004487064,08,42983821,MADELINEN,Alert Memo!!!                 ,Alert Memo!!!                 ,9/22/2025 3:07 PM,,MUST WALK W TWO PEOPLE,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059363934,Mochi,Dog,Dog,1y 1m 24d,F,White,N,Transfer In/Buffalo City Animal Shelter,Available,Dog Adoptions B,A0059123236,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",$250.00,31,Tan,9/15/2025 2:57 PM,941010004487064,08,42970853,MADELINEN,Behavior                      ,Adoption Info                 ,9/20/2025 9:42 AM,,"OKAY FOR ADOPTION-BEH NO ENTOURAGE DOG MEET REQ UNKOWN CATS KIDS-RECC OLDER DUE TO ENERGY MARTINGALE AND EASY WALK REQ LOTS OF ENERGY, VERY SWEET",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059363934,Mochi,Dog,Dog,1y 1m 24d,F,White,N,Transfer In/Buffalo City Animal Shelter,Available,Dog Adoptions B,A0059123236,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",$250.00,31,Tan,9/15/2025 2:57 PM,941010004487064,08,43214148,MADELINEN,Behavior                      ,Other                         ,10/4/2025 1:07 PM,,PER ND PUTTING IN BEH MED REQUEST / KENNEL SCREAMING,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059363934,Mochi,Dog,Dog,1y 1m 24d,F,White,N,Transfer In/Buffalo City Animal Shelter,Available,Dog Adoptions B,A0059123236,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",$250.00,31,Tan,9/15/2025 2:57 PM,941010004487064,08,43223644,SALLYB,On Meds!!                     ,On Meds!                      ,10/6/2025 11:48 AM,,ON MEDS INDEFINITELY,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059363934,Mochi,Dog,Dog,1y 1m 24d,F,White,N,Transfer In/Buffalo City Animal Shelter,Available,Dog Adoptions B,A0059123236,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",$250.00,31,Tan,9/15/2025 2:57 PM,941010004487064,08,43242933,TARAM,Petango/Adoption Description  ,,10/8/2025 3:16 PM,,"Hi! I’m Mochi — a super cute, bouncy girl with lots of energy and a big personality! I love to stay busy — whether it’s playing with toys, learning new tricks, or going on adventures. I’m happiest when I have something to do and someone to do it with! I’m a smart cookie who just needs a little help focusing all my excitement into the right things. With consistent training and an active family who loves to play and teach, I’ll thrive. If you’re looking for a fun, energetic partner who’s always ready to learn and explore, I might just be your perfect match!",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059363934,Mochi,Dog,Dog,1y 1m 24d,F,White,N,Transfer In/Buffalo City Animal Shelter,Available,Dog Adoptions B,A0059123236,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",$250.00,31,Tan,9/15/2025 2:57 PM,941010004487064,08,42943128,SALLYB,Daily Monitor                 ,Poop Chart!                   ,9/16/2025 3:08 PM,,"8/7/25- A, S, Y 8/8 - A ,N ,Y 8/9 - A ,N ,Y 8/10 - A, NO, NO 8/11 - A, N, Y 8/12 - A, N, Y 8/13 - A, NO, Y 8/14 - A, S, Y 8/15 - A, N, Y - HOUSEBROKEN - N, Y 8/16 - A, N, Y - HOUSEBROKEN - NO, Y 8/17 - A, NO, Y 8/18 - A,D,Y - HOUSEBROKEN - N, Y 8/19 -A, NO ,Y - HOUSEBROKEN - NO, NO 8/20 -A ,D ,NO - HOUSEBROKEN - NO, NO 8/21- A, D, Y - HOUSEBROKEN - NO, NO 8/22/25- A, D, Y HOUSE BROKEN- NO, Y 8/23 - A, N, Y 8/24 - A, N, Y - HOUSEBROKEN - NO, NO 8/25/25- A, N, Y - HOUSEBROKEN - N, Y 8/26- A, N, Y 8/27 - A, N, Y 8/28/25- A, N, Y 8/29- A, N, Y 8/30 - A, N, Y 8/31 - A, N, Y 9/1 - A, N, Y 9/2 - A,N,Y - HARNESS PIECE IN STOOL 9/3 - A, N, Y 9/4 - A, N ,Y 9/5/25- A, N, Y 9/6- A, N, Y 9/7- A, N, Y 9/8- A, N, Y (parts of toy in stool) 9/9 - A, N, Y 9/10- A, N, Y 9/11 - A, N, Y- OUTSIDE: NO, NO 9/12- OUTSIDE: NO, N 9/13 - A, N, Y 9/14 - A, N, Y- OUTSIDE: NO, Y 9/15/25- A, N, N - HOUSEBROKEN - NO, NO 9/16 - A/N/Y 9/17 - A, N, Y HOUSEBROKEN- NO, N 9/18 - A, N ,NO - ROUNDS REPORTED DIARRHEA HOUSEBROKEN- NO, N 9/19 - AS, NO, Y 9/20 - A, N, Y 9/21 - A, NO, N - HOUSEBROKEN - NO, NO 9/22 - A, N, Y - HOUSEBROKEN - NO,NO AND NO, Y 9/23 -A ,N ,Y - HOUSEBROKEN - NO ,Y 9/24 - A, N, N - HOUSEBROKEN - NO, Y 9/25- A, N, N -HOUSEBROKEN - NO, NO 9/26- A, N, N 9/27 - A, N, Y - HOUSEBROKEN - NO, Y 9/28 - A, N, Y - HOUSEBROKEN - NO, Y 9/29- A, NO, Y 9/30 - A, N, Y HOUSEBROKEN - NO, Y 10/1 - A, N, Y - HOUSEBROKEN - NO, Y 10/2 - A, N, NO - HOUSEBROKEN - NO, NO 10/3 - A, N, Y - HOUSEBROKEN - N, Y 10/4 - A, N, Y - HOUSEBROKEN - NO, Y 10/5 - A, N, Y 10/6 - A, N, Y 10/7 - A/N/Y 10/8 - A/N/Y 10/9- A/N/Y 10/10 - A/N/Y 10/11 - A, N, NO 10/12 - A, N, Y 10/13- A, No, Y 10/14/25 - A, NO, NO 10/15 - A, N, N 10/16 - A, N, Y",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059363934,Mochi,Dog,Dog,1y 1m 24d,F,White,N,Transfer In/Buffalo City Animal Shelter,Available,Dog Adoptions B,A0059123236,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",$250.00,31,Tan,9/15/2025 2:57 PM,941010004487064,08,42981098,MADELINEN,Behavior                      ,Other                         ,9/22/2025 10:50 AM,,"IN ADDITION TO MEMO STATING ENTOURAGE INCIDENT ON 9/20 dog was returned after about 30 minutes on entourage after becoming over stimulated while playing w toys, patron who took her out says while playing she accidently nicked her hand trying to grab they toy (showed me wound small quarter inch scrape on hand on even smaller on thumb nail) said she was hard to redirect once easily excited over the toys, tried to get the toys away and she began to grab at her ankles/feet/shoes, showed me legs and there was small scrapes and some bruising ND and i cleaned affected areas and recc going to urgent care, woman was apologetic let know was not her fault, we apologized and woman stated she was unsure if actual bites from grabbing toy or hand or scratches from nails jumping up and grabbing toy, patron didn't seem to want to have to get the paperwork filled out let her know by law we need to have it documented",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059363934,Mochi,Dog,Dog,1y 1m 24d,F,White,N,Transfer In/Buffalo City Animal Shelter,Available,Dog Adoptions B,A0059123236,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",$250.00,31,Tan,9/15/2025 2:57 PM,941010004487064,08,42972250,MADELINEN,Behavior                      ,Other                         ,9/20/2025 12:40 PM,,MAKING HOLD BITE/SCRATCH AFTER ENTOURAGE INCCIDENT =OVER EXCTIRED AND OVERSTIMULATED WHILE PLAYING,Dog Adoptions B,57,Dog Adoptions B,5,1227,357
Dog Adoptions B,A0059363934,Mochi,Dog,Dog,1y 1m 24d,F,White,N,Transfer In/Buffalo City Animal Shelter,Available,Dog Adoptions B,A0059123236,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",$250.00,31,Tan,9/15/2025 2:57 PM,941010004487064,08,42982184,ZAKS,Note                          ,,9/22/2025 12:35 PM,,"P0024409612 – Debra Braunschweig called on 9/22 requesting to speak with a manager regarding her negative Doggie Entourage experience in which she was bitten by A0059363934 – Mochi. Details: -Debra submitted amendments to her original incident report by writing directly on a copy. -She provided supporting documents, including: -Records from WellNow Urgent Care -Prescription for antibiotics -Original report noted bites to hands and lower legs. -Updated report adds bites to the thigh and buttocks. -Debra stated she is physically okay but shaken by the situation. -She continues to experience aching in her hand where she was bitten. Action Taken: -Uploaded updated report and supporting documents. -Attached files to both Debra’s record (P0024409612) and Mochi’s record (A0059363934).",Dog Adoptions B,57,Dog Adoptions B,5,1227,357
